3.470343671715841349e+00,-5.017364344649408725e-01,-4.820807042762790928e+00
3.828539565685893820e+00,-5.742809348528841173e-01,-4.293128235793987280e+00
4.154870976826638973e+00,-7.141184491420785596e-01,-3.871340350375655603e+00
4.499617251106208471e+00,-9.129658190650277172e-01,-3.604289879422992726e+00
4.868995633187772398e+00,-1.135371179039301293e+00,-3.453461578242808638e+00
5.260670677836067455e+00,-1.326036823752066551e+00,-3.319283695874119644e+00
5.667892843804120062e+00,-1.443911865151620066e+00,-3.239016113151533371e+00
6.146667812841688061e+00,-1.536666953210422015e+00,-3.117992761825077341e+00
6.615396120011686421e+00,-1.637687638830254588e+00,-2.991922558358652839e+00
7.097173449094624331e+00,-1.817568810133989299e+00,-2.834538874386433704e+00
7.585164397816233972e+00,-1.803921618964892337e+00,-2.596891824905124935e+00
7.993833395563895827e+00,-1.745284380163546034e+00,-2.307519549744248000e+00
8.396301765670498796e+00,-1.752836193348738192e+00,-2.129221427527767663e+00
8.720901060735080534e+00,-1.774476146353043626e+00,-1.884408855987313114e+00
9.063076085642892465e+00,-1.825655614374107838e+00,-1.592577404937003172e+00
9.271946960699633422e+00,-1.863157190684323616e+00,-1.228862345369621467e+00
9.439420763320713448e+00,-1.967467091183942696e+00,-9.156074979525932189e-01
9.393463788769002676e+00,-1.967101828706920408e+00,-7.536524273759593884e-01
9.594165365998101436e+00,-1.879041603939720417e+00,-8.196036734630360865e-01
1.039743304944874325e+01,-1.888422669237485474e+00,-8.299720202899697474e-01
1.089353479849616413e+01,-1.986596526379059924e+00,-7.727113077825331633e-01
1.078097842520202398e+01,-1.999697611126181940e+00,-7.650985127756880777e-01
1.071485973674327674e+01,-1.934325591420185786e+00,-7.907630950290867045e-01
1.075505664313978826e+01,-1.882675911374570576e+00,-7.872267813158260186e-01
1.077894162663003463e+01,-1.912392869240812532e+00,-7.840914165882586495e-01
1.067028294087771556e+01,-1.934124606391276258e+00,-7.837217717298361475e-01
1.058084700185143667e+01,-1.925757429784821895e+00,-7.647345875639451895e-01
