9.465417647917160338e+00,-2.678891787146365777e-01,-1.769288088811840964e+00
9.480928224599107779e+00,-3.130495168499705660e-01,-1.797139681818527679e+00
9.495753172040091172e+00,-4.031215969262302856e-01,-1.840336015104551359e+00
9.484011337757799254e+00,-5.343104979018478140e-01,-1.910445017764187847e+00
9.469026548672566435e+00,-7.522123893805309214e-01,-1.951804735684322223e+00
9.494895342433514074e+00,-9.670726737663764006e-01,-2.022183525922878200e+00
9.779142246871490585e+00,-1.091422125766907447e+00,-1.861134892312432676e+00
9.925257883523567415e+00,-1.399155296355745204e+00,-1.747816593036228161e+00
1.021124769508536190e+01,-1.679772348109280333e+00,-1.637365306659782416e+00
1.048631505561298560e+01,-1.946826423826883312e+00,-1.624674463082926845e+00
1.074396073651110761e+01,-2.192645048267572783e+00,-1.611593604432479676e+00
1.107649219045826783e+01,-2.389047335196881061e+00,-1.611593604432479676e+00
1.130934380927778093e+01,-2.494075821057457620e+00,-1.691569299816290783e+00
1.147413753463411723e+01,-2.578457872951486873e+00,-1.838529764048092430e+00
1.155421843502604773e+01,-2.600765035190365282e+00,-1.933222056932903721e+00
1.163230233085178433e+01,-2.556549962824568034e+00,-1.988652086091251769e+00
1.176012982899301207e+01,-2.599159128871644242e+00,-1.932407237348338969e+00
1.184534816108716448e+01,-2.641768294918720006e+00,-1.891229416190223223e+00
1.182203073606528676e+01,-2.617735377271598995e+00,-1.876161547708751653e+00
1.192234403674381582e+01,-2.639947608136130608e+00,-1.948067349640409951e+00
1.192234403674381582e+01,-2.597367808004902745e+00,-1.932407237348338969e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.892148753236915226e+00
1.188795732713424158e+01,-2.599159128871644242e+00,-1.892148753236915226e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.851890269125491484e+00
1.188795732713424158e+01,-2.599159128871644242e+00,-1.851890269125491484e+00
1.188795732713424158e+01,-2.599159128871644242e+00,-1.866897876738726314e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.188795732713424158e+01,-2.599159128871644242e+00,-1.892148753236915226e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.892148753236915226e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.535010124216900529e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.535010124216900529e+00,-1.892148753236915226e+00
1.183723375393853416e+01,-2.578825924965180594e+00,-1.948902148536383550e+00
1.183004724634553462e+01,-2.535010124216900529e+00,-1.907482613189568132e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.187976423661258707e+01,-2.554788007873674882e+00,-1.907482613189568132e+00
1.199736472543156296e+01,-2.623079742836291306e+00,-1.907482613189568132e+00
1.199736472543156296e+01,-2.623079742836291306e+00,-1.907482613189568132e+00
1.199736472543156296e+01,-2.623079742836291306e+00,-1.933222056932903721e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.183723375393853416e+01,-2.578825924965180594e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.183723375393853416e+01,-2.578825924965180594e+00,-1.907482613189568132e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.199736472543156296e+01,-2.623079742836291306e+00,-1.907482613189568132e+00
1.198982910922441469e+01,-2.621432170834011810e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.188795732713424158e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.183004724634553462e+01,-2.577260292953848619e+00,-1.907482613189568132e+00
1.193056649318131690e+01,-2.599159128871644242e+00,-1.907482613189568132e+00
1.189530237406740731e+01,-2.600765035190365282e+00,-1.907482613189568132e+00
1.199736472543156296e+01,-2.623079742836291306e+00,-1.892148753236915226e+00
1.193793786644757837e+01,-2.600765035190365282e+00,-1.907482613189568132e+00
1.193793786644757837e+01,-2.600765035190365282e+00,-1.948902148536383550e+00
1.193793786644757837e+01,-2.600765035190365282e+00,-1.892148753236915226e+00
